Model,Shannon Entropy (bits),Min-Entropy (bits),Expected Guesses,Random - Top-1,Random - Top-3,Random - Top-5,Random - Top-10,Frequency-Ranked - Top-1,Frequency-Ranked - Top-3,Frequency-Ranked - Top-5,Frequency-Ranked - Top-10,Rule-Based - Top-1,Rule-Based - Top-3,Rule-Based - Top-5,Rule-Based - Top-10,Leakage-Assisted - Top-1,Leakage-Assisted - Top-3,Leakage-Assisted - Top-5,Leakage-Assisted - Top-10
leakage,9.915336333611194,5.037413961643117,4458.88285,3e-05,5e-05,7.000000000000001e-05,0.00012,0.03045,0.09124,0.15187,0.30095,0.01973,0.0579,0.08719,0.1392,0.03045,0.09124,0.15187,0.30095
