Model,Shannon Entropy (bits),Min-Entropy (bits),Expected Guesses,Random - Top-1,Random - Top-3,Random - Top-5,Random - Top-10,Frequency-Ranked - Top-1,Frequency-Ranked - Top-3,Frequency-Ranked - Top-5,Frequency-Ranked - Top-10,Rule-Based - Top-1,Rule-Based - Top-3,Rule-Based - Top-5,Rule-Based - Top-10,Leakage-Assisted - Top-1,Leakage-Assisted - Top-3,Leakage-Assisted - Top-5,Leakage-Assisted - Top-10
biased,11.651019349169895,5.204499011300468,7857.789410000001,1e-05,3.0000000000000004e-05,5e-05,0.00011,0.02712,0.08086,0.12319,0.19828,0.02712,0.08086,0.12319,0.19828,0.00069,0.00123,0.0012599999999999998,0.12444999999999999
