Model,Defense Type,Blacklist Size,Original Top-10 Success Rate,New Top-10 Success Rate,Absolute Reduction,Relative Reduction
leakage,Weak PIN Blacklisting,10,0.30095000000000005,0.1991273871682998,0.10182261283170024,0.3383373079637821
leakage,Weak PIN Blacklisting,50,0.30095000000000005,0.01269804013613425,0.2882519598638658,0.9578068113104029
leakage,Weak PIN Blacklisting,100,0.30095000000000005,0.011631099463372022,0.289318900536628,0.9613520536189665
leakage,Weak PIN Blacklisting,500,0.30095000000000005,0.0008491126772522716,0.30010088732274776,0.997178558972413
